aid,country_code,day_end,day_start,description,funder_ref,location_latitude,location_longitude,location_name,reporting,reporting_ref,sector_code,sector_group,status_code,activity_url
XM-DAC-928-PK-2018-19-04.001.EM01.PAK02,Pakistan,2019-12-31,2018-01-01,Improved national health financing strategies aimed at moving towards universal health coverage,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.001.EM01.PAK02
GB-CHC-207544-75038,Pakistan,2022-12-31,2011-08-01,The goal of this project is to strengthen the health system according to the Primary Health Care reform with focus on eye health component of primary health care​,GB-CHC-207544,35.306,75.6142,Skardu,Sightsavers,GB-CHC-207544,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-75038
XM-DAC-928-PK-2018-19-04.002.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Equitable integrated, people-centred service delivery systems in place in countries and public health approaches strengthened",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health personnel development,Basic health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.002.EM01.PAK01
XM-DAC-928-PK-2018-19-04.002.EM01.PAK02,Pakistan,2019-12-31,2018-01-01,Health workforce strategies oriented towards universal health coverage implemented in countries,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health personnel development,Basic health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.002.EM01.PAK02
XM-DAC-928-PK-2018-19-04.002.EM01.PAK03,Pakistan,2019-12-31,2018-01-01,"Countries enabled to improve patient safety and quality of services, and patient empowerment within the context of universal health coverage",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health personnel development,Basic health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.002.EM01.PAK03
XM-DAC-928-PK-2018-19-04.003.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Access to and use of essential medicines and other health technologies improved through global guidance and the development and implementation of national policies, strategies and tools",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Basic health care,Basic health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.003.EM01.PAK01
GB-CHC-207544-75061,Pakistan,2020-06-30,2014-03-01,The goal of the project is to contribute to the reduction of avoidable blindness due to Sight Threatening Diabetic Retinopathy (STDR) in three districts of Pakistan,GB-CHC-207544,24.9029,67.1976,Karachi,Sightsavers,GB-CHC-207544,Basic health care,Basic health,Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-75061
GB-CHC-207544-93000,Pakistan,2020-05-31,2018-06-01,"To accelerate goals in trachoma interventions in selected countries in the Commonwealth in Africa, Asia and the Pacific and contribute towards the global elimination of trachoma by delivering WHO endorsed SAFE strategies.",GB-CHC-207544,33.6833,73.05,Islamabad,Sightsavers,GB-CHC-207544,Infectious disease control,Basic health,Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-93000
XM-DAC-928-PK-2018-19-04.003.EM01.PAK03,Pakistan,2019-12-31,2018-01-01,"Improved quality and safety of medicines and other health technologies through norms, standards and guidelines, strengthening of regulatory systems, and prequalification",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Basic health care,Basic health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.003.EM01.PAK03
XM-DAC-928-PK-2018-19-04.004.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Comprehensive monitoring of the global, regional and country health situation, trends, inequalities and determinants using global standards, including data collection and analysis to address data gaps and system performance assessment",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Medical research,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.004.EM01.PAK01
GB-CHC-207544-75067,Pakistan,2020-06-30,2016-01-01,To contribute to sustainable provision and increased demand for eye care services at the district level for people in four districts of Pakistan.,GB-CHC-207544,34.01,71.35,Peshawar,Sightsavers,GB-CHC-207544,Health personnel development,Basic health,Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-75067
US-501c3-522318905-SG-P115893,Pakistan,2018-12-31,2012-03-20,Tarbela Fourth Extension Hydropower Project,US-501c3-522318905,34.1142,72.7653,Tarbela Dam,AidData,US-501c3-522318905,,Water and sanitation,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P115893
US-501c3-522318905-SG-P115893,Pakistan,2018-12-31,2012-03-20,Tarbela Fourth Extension Hydropower Project,US-501c3-522318905,34.1142,72.7653,Tarbela Dam,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P115893
US-501c3-522318905-SG-P115893,Pakistan,2018-12-31,2012-03-20,Tarbela Fourth Extension Hydropower Project,US-501c3-522318905,34.1142,72.7653,Tarbela Dam,AidData,US-501c3-522318905,,Energy generation and supply,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P115893
US-501c3-522318905-SG-P115893,Pakistan,2018-12-31,2012-03-20,Tarbela Fourth Extension Hydropower Project,US-501c3-522318905,34.1142,72.7653,Tarbela Dam,AidData,US-501c3-522318905,,"Government and civil society, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P115893
XM-DAC-928-PK-2018-19-04.004.EM01.PAK03,Pakistan,2019-12-31,2018-01-01,"Knowledge management policies, tools, networks and resources developed and used by WHO and countries to strengthen their capacity to generate, share and apply knowledge",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Medical research,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-04.004.EM01.PAK03
GB-CHC-207544-75069,Pakistan,2021-06-30,2018-07-01,"Women, men, with and without disabilities and/or belonging to other marginalised groups have improved access to inclusive eye health in target districts in Pakistan.",GB-CHC-207544,30.1667,67,Quetta District,Sightsavers,GB-CHC-207544,Basic health care,Basic health,Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-75069
GB-CHC-207544-75070,Pakistan,2019-12-31,2018-10-01,Support for the procurement of education materials,GB-CHC-207544,33.6833,73.05,Islamabad,Sightsavers,GB-CHC-207544,Education facilities and training,"Education, level unspecified",Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-75070
XM-DAC-928-PK-2018-19-06.001.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Effective WHO leadership and management and improved capacities of the WHO Secretariat and Member States to promote, align, coordinate and operationalize efforts to achieve the Sustainable Development Goals",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.001.EM01.PAK01
GB-CHC-207544-75071,Pakistan,2021-03-31,2018-04-01,To contribute to the elimination of trachoma in Pakistan,GB-CHC-207544,33.6833,73.05,Islamabad,Sightsavers,GB-CHC-207544,Infectious disease control,Basic health,Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-75071
XM-DAC-928-PK-2018-19-06.001.EM01.PAK03,Pakistan,2019-12-31,2018-01-01,"WHO governance strengthened with effective oversight of governing body sessions and efficient, aligned agendas",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.001.EM01.PAK03
GB-CHC-207544-75072,Pakistan,2022-12-31,2019-09-01,Pakistan school screening project running 01/09/2019 - 31/12/2022,GB-CHC-207544,33.6833,73.05,Islamabad,Sightsavers,GB-CHC-207544,Education facilities and training,"Education, level unspecified",Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-75072
GB-CHC-207544-87001,Pakistan,2019-12-31,2014-01-01,Cataract surgeries performed by partner organisation,GB-CHC-207544,31.545,74.3407,Lahore,Sightsavers,GB-CHC-207544,Basic health care,Basic health,Implementation,http://d-portal.org/q.html?aid=GB-CHC-207544-87001
XM-DAC-928-PK-2018-19-06.003.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,Needs-driven priority-setting in place and resource allocation aligned to delivery of results,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.003.EM01.PAK01
XM-DAC-928-PK-2018-19-06.004.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,Sound financial practices managed through an adequate control framework,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.004.EM01.PAK01
XM-DAC-928-PK-2018-19-06.004.EM01.PAK02,Pakistan,2019-12-31,2018-01-01,Effective and efficient human resources management and coordination in place,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.004.EM01.PAK02
XM-DAC-928-PK-2018-19-06.004.EM01.PAK03,Pakistan,2019-12-31,2018-01-01,"Efficient and effective computing infrastructure, corporate and health-related systems and applications",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.004.EM01.PAK03
XM-DAC-928-PK-2018-19-06.004.EM01.PAK04,Pakistan,2019-12-31,2018-01-01,"Provision of operational and logistics support, procurement, infrastructure maintenance and asset management, and of a secure environment for WHO staff and property",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Health policy and administrative management,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.004.EM01.PAK04
XM-DAC-928-PK-2018-19-06.005.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,Accurate and timely health information accessible through a platform for effective communication and related practices,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Medical education/training,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.005.EM01.PAK01
XM-DAC-928-PK-2018-19-06.005.EM01.PAK02,Pakistan,2019-12-31,2018-01-01,"Organizational capacity enhanced for timely and accurate provision of internal and external communications in accordance with WHO?s programmatic priorities, including during disease outbreaks, public health emergencies and humanitarian crises",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Medical education/training,"Health, general",Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-06.005.EM01.PAK02
XM-DAC-928-PK-2018-19-10.001.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Technical assistance to enhance surveillance and ensure high population immunity to the threshold needed to maintain polio-free status, especially in at-risk areas",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Infectious disease control,Basic health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-10.001.EM01.PAK01
XM-DAC-928-PK-2018-19-12.001.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Control strategies, plans and capacities developed for diseases such as cholera, viral haemorrhagic fever, meningitis and influenza and those due to vector-borne, emerging and re-emerging pathogens",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Infectious disease control,Basic health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.001.EM01.PAK01
XM-DAC-928-PK-2018-19-12.002.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,Country core capacities for health emergency preparedness and the International Health Regulations (2005) independently assessed and national action plans developed,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Multi-hazard response preparedness,Disaster prevention and preparedness,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.002.EM01.PAK01
XM-DAC-928-PK-2018-19-12.002.EM01.PAK02,Pakistan,2019-12-31,2018-01-01,"Critical core capacities for health emergency preparedness, disaster risk management and the International Health Regulations (2005) strengthened in all countries",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Multi-hazard response preparedness,Disaster prevention and preparedness,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.002.EM01.PAK02
XM-DAC-928-PK-2018-19-12.003.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,New events detected and public health risks assessed,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Multi-hazard response preparedness,Disaster prevention and preparedness,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.003.EM01.PAK01
XM-DAC-928-PK-2018-19-12.004.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,Health operations effectively managed in support of national and local response,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Multi-hazard response preparedness,Disaster prevention and preparedness,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.004.EM01.PAK01
XM-DAC-928-PK-2018-19-12.004.EM01.PAK03,Pakistan,2019-12-31,2018-01-01,Effective logistics and operational support rapidly established and maintained,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Multi-hazard response preparedness,Disaster prevention and preparedness,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.004.EM01.PAK03
XM-DAC-928-PK-2018-19-12.005.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,WHO Health Emergencies Programme effectively managed and sustainably staffed and financed,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Multi-hazard response preparedness,Disaster prevention and preparedness,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.005.EM01.PAK01
XM-DAC-928-PK-2018-19-12.005.EM01.PAK02,Pakistan,2019-12-31,2018-01-01,Effective communication and resource mobilization,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Multi-hazard response preparedness,Disaster prevention and preparedness,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-12.005.EM01.PAK02
XM-DAC-928-PK-2018-19-13.001.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,Health service delivery,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Relief co-ordination and support services,Emergency response,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-13.001.EM01.PAK01
XM-DAC-928-PK-2018-19-13.003.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,Surveillance and health information management,XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Relief co-ordination and support services,Emergency response,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-13.003.EM01.PAK01
XM-DAC-928-PK-2018-19-13.004.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Leadership, coordination and operations support",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Relief co-ordination and support services,Emergency response,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-13.004.EM01.PAK01
XM-DAC-928-PK-2018-19-14.002.EM01.PAK01,Pakistan,2019-12-31,2018-01-01,"Research undertaken and research capacity strengthened for sexual and reproductive and maternal health through the UNDP-UNFPA-UNICEF-WHO-World Bank Special Programme of Research, Development and Research Training in Human Reproduction (HRP)",XM-DAC-928,30.3753,69.3451,Pakistan,World Health Organization,XM-DAC-928,Reproductive health care,Population policies / programmes and reproductive health,Implementation,http://d-portal.org/q.html?aid=XM-DAC-928-PK-2018-19-14.002.EM01.PAK01
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,31.3644,69.2075,Zhob District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,31.3644,69.2075,Zhob District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,31.3644,69.2075,Zhob District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.37,69.73,Umerkot District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.37,69.73,Umerkot District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.37,69.73,Umerkot District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,24.8209,70.18,Thar Pārkar,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,24.8209,70.18,Thar Pārkar,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,24.8209,70.18,Thar Pārkar,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.0167,68.4833,Tando Mohammad Khan District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.0167,68.4833,Tando Mohammad Khan District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.0167,68.4833,Tando Mohammad Khan District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.8406,68.0155,Sibi District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.8406,68.0155,Sibi District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.8406,68.0155,Sibi District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.9796,69.2936,Sānghar District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.9796,69.2936,Sānghar District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,25.9796,69.2936,Sānghar District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,30.9539,68.34,Qila Saifullāh District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,30.9539,68.34,Qila Saifullāh District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,30.9539,68.34,Qila Saifullāh District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.5892,68,Qamber Shahdadkot District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.5892,68,Qamber Shahdadkot District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.5892,68,Qamber Shahdadkot District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,26.7375,64.2038,Panjgūr District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,26.7375,64.2038,Panjgūr District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,26.7375,64.2038,Panjgūr District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.5,65.6667,Nushki District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.5,65.6667,Nushki District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.5,65.6667,Nushki District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.5211,68.1921,Lārkāna,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.5211,68.1921,Lārkāna,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.5211,68.1921,Lārkāna,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.6441,68.8072,Kohlu,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.6441,68.8072,Kohlu,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,29.6441,68.8072,Kohlu,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.9631,64.5711,Khārān District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.9631,64.5711,Khārān District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,27.9631,64.5711,Khārān District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,28.4411,69.5835,Kashmore District,AidData,US-501c3-522318905,,Other social infrastructure and services,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,28.4411,69.5835,Kashmore District,AidData,US-501c3-522318905,,"Health, general",Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
US-501c3-522318905-SG-P131850,Pakistan,2018-12-31,2014-08-29,Enhanced Nutrition for Mothers and Children,US-501c3-522318905,28.4411,69.5835,Kashmore District,AidData,US-501c3-522318905,,120,Implementation,http://d-portal.org/q.html?aid=US-501c3-522318905-SG-P131850
